BRD_NUM,BRD_Ref,Packet_Type,SW_Pos,StreamingIP,CH,Mantid_DetectorID_Start,Mantid_Detector_ID_Lenght,Comment
0,WLSF0,Position,0,192.168.1.3,0,0,1,WLSF Module
